dato,skole,elevdag,sfodag,kommentar
2016-06-01,Bærland skole,Ja,Ja,
2016-06-02,Bærland skole,Ja,Ja,
2016-06-03,Bærland skole,Ja,Ja,
2016-06-04,Bærland skole,Nei,Nei,Lørdag
2016-06-05,Bærland skole,Nei,Nei,Søndag
2016-06-06,Bærland skole,Ja,Ja,
2016-06-07,Bærland skole,Ja,Ja,
2016-06-08,Bærland skole,Ja,Ja,
2016-06-09,Bærland skole,Ja,Ja,
2016-06-10,Bærland skole,Ja,Ja,
2016-06-11,Bærland skole,Nei,Nei,Lørdag
2016-06-12,Bærland skole,Nei,Nei,Søndag
2016-06-13,Bærland skole,Ja,Ja,
2016-06-14,Bærland skole,Ja,Ja,
2016-06-15,Bærland skole,Ja,Ja,
2016-06-16,Bærland skole,Ja,Ja,
2016-06-17,Bærland skole,Ja,Ja,
2016-06-18,Bærland skole,Nei,Nei,Lørdag
2016-06-19,Bærland skole,Nei,Nei,Søndag
2016-06-20,Bærland skole,Ja,Ja,
2016-06-21,Bærland skole,Ja,Ja,
2016-06-22,Bærland skole,Ja,Ja,Siste skoledag før sommerferien 
2016-06-23,Bærland skole,Nei,Ja,Sommerferie1
2016-06-24,Bærland skole,Nei,Ja,Sommerferie2
2016-06-25,Bærland skole,Nei,Nei,Lørdag
2016-06-26,Bærland skole,Nei,Nei,Søndag
2016-06-27,Bærland skole,Nei,Ja,Sommerferie3
2016-06-28,Bærland skole,Nei,Ja,Sommerferie4
2016-06-29,Bærland skole,Nei,Ja,Sommerferie5
2016-06-30,Bærland skole,Nei,Ja,Sommerferie6
2016-07-01,Bærland skole,Nei,Nei,Sommerferie7
2016-07-02,Bærland skole,Nei,Nei,Lørdag
2016-07-03,Bærland skole,Nei,Nei,Søndag
2016-07-04,Bærland skole,Nei,Nei,Sommerferie8
2016-07-05,Bærland skole,Nei,Nei,Sommerferie9
2016-07-06,Bærland skole,Nei,Nei,Sommerferie10
2016-07-07,Bærland skole,Nei,Nei,Sommerferie11
2016-07-08,Bærland skole,Nei,Nei,Sommerferie12
2016-07-09,Bærland skole,Nei,Nei,Lørdag
2016-07-10,Bærland skole,Nei,Nei,Søndag
2016-07-11,Bærland skole,Nei,Nei,Sommerferie13
2016-07-12,Bærland skole,Nei,Nei,Sommerferie14
2016-07-13,Bærland skole,Nei,Nei,Sommerferie15
2016-07-14,Bærland skole,Nei,Nei,Sommerferie16
2016-07-15,Bærland skole,Nei,Nei,Sommerferie17
2016-07-16,Bærland skole,Nei,Nei,Lørdag
2016-07-17,Bærland skole,Nei,Nei,Søndag
2016-07-18,Bærland skole,Nei,Nei,Sommerferie19
2016-07-19,Bærland skole,Nei,Nei,Sommerferie20
2016-07-20,Bærland skole,Nei,Nei,Sommerferie21
2016-07-21,Bærland skole,Nei,Nei,Sommerferie22
2016-07-22,Bærland skole,Nei,Nei,Sommerferie23
2016-07-23,Bærland skole,Nei,Nei,Lørdag
2016-07-24,Bærland skole,Nei,Nei,Søndag
2016-07-25,Bærland skole,Nei,Nei,Sommerferie25
2016-07-26,Bærland skole,Nei,Nei,Sommerferie26
2016-07-27,Bærland skole,Nei,Nei,Sommerferie27
2016-07-28,Bærland skole,Nei,Nei,Sommerferie28
2016-07-29,Bærland skole,Nei,Nei,Sommerferie29
2016-07-30,Bærland skole,Nei,Nei,Lørdag
2016-07-31,Bærland skole,Nei,Nei,Søndag
2016-08-01,Bærland skole,Nei,Ja,Sommerferie30
2016-08-02,Bærland skole,Nei,Ja,Sommerferie31
2016-08-03,Bærland skole,Nei,Ja,Sommerferie32
2016-08-04,Bærland skole,Nei,Ja,Sommerferie33
2016-08-05,Bærland skole,Nei,Ja,Sommerferie34
2016-08-06,Bærland skole,Nei,Nei,Lørdag
2016-08-07,Bærland skole,Nei,Nei,Søndag
2016-08-08,Bærland skole,Nei,Ja,Sommerferie35
2016-08-09,Bærland skole,Nei,Ja,Sommerferie36
2016-08-10,Bærland skole,Nei,Ja,Sommerferie37
2016-08-11,Bærland skole,Nei,Ja,Sommerferie38
2016-08-12,Bærland skole,Nei,Ja,Sommerferie39
2016-08-13,Bærland skole,Nei,Nei,Lørdag
2016-08-14,Bærland skole,Nei,Nei,Søndag
2016-08-15,Bærland skole,Nei,Ja,Sommerferie40
2016-08-16,Bærland skole,Nei,Ja,Planleggingsdag 
2016-08-17,Bærland skole,Ja,Ja,
2016-08-18,Bærland skole,Ja,Ja,
2016-08-19,Bærland skole,Ja,Ja,
2016-08-20,Bærland skole,Nei,Nei,Lørdag
2016-08-21,Bærland skole,Nei,Nei,Søndag
2016-08-22,Bærland skole,Ja,Ja,
2016-08-23,Bærland skole,Ja,Ja,
2016-08-24,Bærland skole,Ja,Ja,
2016-08-25,Bærland skole,Ja,Ja,
2016-08-26,Bærland skole,Ja,Ja,
2016-08-27,Bærland skole,Nei,Nei,Lørdag
2016-08-28,Bærland skole,Nei,Nei,Søndag
2016-08-29,Bærland skole,Ja,Ja,
2016-08-30,Bærland skole,Ja,Ja,
2016-08-31,Bærland skole,Ja,Ja,
2016-09-01,Bærland skole,Ja,Ja,
2016-09-02,Bærland skole,Ja,Ja,
2016-09-03,Bærland skole,Nei,Nei,Lørdag
2016-09-04,Bærland skole,Nei,Nei,Søndag
2016-09-05,Bærland skole,Ja,Ja,
2016-09-06,Bærland skole,Ja,Ja,
2016-09-07,Bærland skole,Ja,Ja,
2016-09-08,Bærland skole,Ja,Ja,
2016-09-09,Bærland skole,Ja,Ja,
2016-09-10,Bærland skole,Nei,Nei,Lørdag
2016-09-11,Bærland skole,Nei,Nei,Søndag
2016-09-12,Bærland skole,Ja,Ja,
2016-09-13,Bærland skole,Ja,Ja,
2016-09-14,Bærland skole,Ja,Ja,
2016-09-15,Bærland skole,Ja,Ja,
2016-09-16,Bærland skole,Ja,Ja,
2016-09-17,Bærland skole,Nei,Nei,Lørdag
2016-09-18,Bærland skole,Nei,Nei,Søndag
2016-09-19,Bærland skole,Ja,Ja,
2016-09-20,Bærland skole,Ja,Ja,
2016-09-21,Bærland skole,Ja,Ja,
2016-09-22,Bærland skole,Ja,Ja,
2016-09-23,Bærland skole,Ja,Ja,
2016-09-24,Bærland skole,Nei,Nei,Lørdag
2016-09-25,Bærland skole,Nei,Nei,Søndag
2016-09-26,Bærland skole,Ja,Ja,
2016-09-27,Bærland skole,Ja,Ja,
2016-09-28,Bærland skole,Ja,Ja,
2016-09-29,Bærland skole,Ja,Ja,
2016-09-30,Bærland skole,Ja,Ja,
2016-10-01,Bærland skole,Nei,Nei,Lørdag
2016-10-02,Bærland skole,Nei,Nei,Søndag
2016-10-03,Bærland skole,Ja,Ja,
2016-10-04,Bærland skole,Ja,Ja,
2016-10-05,Bærland skole,Ja,Ja,
2016-10-06,Bærland skole,Ja,Ja,
2016-10-07,Bærland skole,Ja,Ja,
2016-10-08,Bærland skole,Nei,Nei,Lørdag
2016-10-09,Bærland skole,Nei,Nei,Søndag
2016-10-10,Bærland skole,Nei,Ja,Høstferie
2016-10-11,Bærland skole,Nei,Ja,Høstferie
2016-10-12,Bærland skole,Nei,Ja,Høstferie
2016-10-13,Bærland skole,Nei,Ja,Høstferie
2016-10-14,Bærland skole,Nei,Ja,Høstferie
2016-10-15,Bærland skole,Nei,Nei,Lørdag
2016-10-16,Bærland skole,Nei,Nei,Søndag
2016-10-17,Bærland skole,Ja,Ja,
2016-10-18,Bærland skole,Ja,Ja,
2016-10-19,Bærland skole,Ja,Ja,
2016-10-20,Bærland skole,Ja,Ja,
2016-10-21,Bærland skole,Ja,Ja,
2016-10-22,Bærland skole,Nei,Nei,Lørdag
2016-10-23,Bærland skole,Nei,Nei,Søndag
2016-10-24,Bærland skole,Ja,Ja,
2016-10-25,Bærland skole,Ja,Ja,
2016-10-26,Bærland skole,Ja,Ja,
2016-10-27,Bærland skole,Ja,Ja,
2016-10-28,Bærland skole,Ja,Ja,
2016-10-29,Bærland skole,Nei,Nei,Lørdag
2016-10-30,Bærland skole,Nei,Nei,Søndag
2016-10-31,Bærland skole,Ja,Ja,
2016-11-01,Bærland skole,Ja,Ja,
2016-11-02,Bærland skole,Ja,Ja,
2016-11-03,Bærland skole,Ja,Ja,
2016-11-04,Bærland skole,Ja,Ja,
2016-11-05,Bærland skole,Nei,Nei,Lørdag
2016-11-06,Bærland skole,Nei,Nei,Søndag
2016-11-07,Bærland skole,Ja,Ja,
2016-11-08,Bærland skole,Ja,Ja,
2016-11-09,Bærland skole,Ja,Ja,
2016-11-10,Bærland skole,Ja,Ja,
2016-11-11,Bærland skole,Ja,Ja,
2016-11-12,Bærland skole,Nei,Nei,Lørdag
2016-11-13,Bærland skole,Nei,Nei,Søndag
2016-11-14,Bærland skole,Ja,Ja,
2016-11-15,Bærland skole,Ja,Ja,
2016-11-16,Bærland skole,Ja,Ja,
2016-11-17,Bærland skole,Ja,Ja,
2016-11-18,Bærland skole,Nei,Ja,Planleggingsdag 
2016-11-19,Bærland skole,Nei,Nei,Lørdag
2016-11-20,Bærland skole,Nei,Nei,Søndag
2016-11-21,Bærland skole,Ja,Ja,
2016-11-22,Bærland skole,Ja,Ja,
2016-11-23,Bærland skole,Ja,Ja,
2016-11-24,Bærland skole,Ja,Ja,
2016-11-25,Bærland skole,Ja,Ja,
2016-11-26,Bærland skole,Nei,Nei,Lørdag
2016-11-27,Bærland skole,Nei,Nei,Søndag
2016-11-28,Bærland skole,Ja,Ja,
2016-11-29,Bærland skole,Ja,Ja,
2016-11-30,Bærland skole,Ja,Ja,
2016-12-01,Bærland skole,Ja,Ja,
2016-12-02,Bærland skole,Ja,Ja,
2016-12-03,Bærland skole,Nei,Nei,Lørdag
2016-12-04,Bærland skole,Nei,Nei,Søndag
2016-12-05,Bærland skole,Ja,Ja,
2016-12-06,Bærland skole,Ja,Ja,
2016-12-07,Bærland skole,Ja,Ja,
2016-12-08,Bærland skole,Ja,Ja,
2016-12-09,Bærland skole,Ja,Ja,
2016-12-10,Bærland skole,Nei,Nei,Lørdag
2016-12-11,Bærland skole,Nei,Nei,Søndag
2016-12-12,Bærland skole,Ja,Ja,
2016-12-13,Bærland skole,Ja,Ja,
2016-12-14,Bærland skole,Ja,Ja,
2016-12-15,Bærland skole,Ja,Ja,
2016-12-16,Bærland skole,Ja,Ja,Siste skoledag før jul 
2016-12-17,Bærland skole,Nei,Nei,Lørdag
2016-12-18,Bærland skole,Nei,Nei,Søndag
2016-12-19,Bærland skole,Nei,Ja,Planleggingsdag
2016-12-20,Bærland skole,Nei,Ja,Planleggingsdag
2016-12-21,Bærland skole,Nei,Ja,Juleferie
2016-12-22,Bærland skole,Nei,Ja,Juleferie
2016-12-23,Bærland skole,Nei,Ja,Juleferie
2016-12-24,Bærland skole,Nei,Nei,Lørdag
2016-12-25,Bærland skole,Nei,Nei,Søndag
2016-12-26,Bærland skole,Nei,Nei,2.juledag
2016-12-27,Bærland skole,Nei,Ja,Juleferie
2016-12-28,Bærland skole,Nei,Ja,Juleferie
2016-12-29,Bærland skole,Nei,Ja,Juleferie
2016-12-30,Bærland skole,Nei,Ja,Juleferie
2016-12-31,Bærland skole,Nei,Nei,Lørdag
2017-01-01,Bærland skole,Nei,Nei,Søndag
2017-01-02,Bærland skole,Ja,Ja,første skoledag etter jul
2017-01-03,Bærland skole,Ja,Ja,
2017-01-04,Bærland skole,Ja,Ja,
2017-01-05,Bærland skole,Ja,Ja,
2017-01-06,Bærland skole,Ja,Ja,
2017-01-07,Bærland skole,Nei,Nei,Lørdag
2017-01-08,Bærland skole,Nei,Nei,Søndag
2017-01-09,Bærland skole,Ja,Ja,
2017-01-10,Bærland skole,Ja,Ja,
2017-01-11,Bærland skole,Ja,Ja,
2017-01-12,Bærland skole,Ja,Ja,
2017-01-13,Bærland skole,Ja,Ja,
2017-01-14,Bærland skole,Nei,Nei,Lørdag
2017-01-15,Bærland skole,Nei,Nei,Søndag
2017-01-16,Bærland skole,Ja,Ja,
2017-01-17,Bærland skole,Ja,Ja,
2017-01-18,Bærland skole,Ja,Ja,
2017-01-19,Bærland skole,Ja,Ja,
2017-01-20,Bærland skole,Ja,Ja,
2017-01-21,Bærland skole,Nei,Nei,Lørdag
2017-01-22,Bærland skole,Nei,Nei,Søndag
2017-01-23,Bærland skole,Ja,Ja,
2017-01-24,Bærland skole,Ja,Ja,
2017-01-25,Bærland skole,Ja,Ja,
2017-01-26,Bærland skole,Ja,Ja,
2017-01-27,Bærland skole,Ja,Ja,
2017-01-28,Bærland skole,Nei,Nei,Lørdag
2017-01-29,Bærland skole,Nei,Nei,Søndag
2017-01-30,Bærland skole,Ja,Ja,
2017-01-31,Bærland skole,Ja,Ja,
2017-02-01,Bærland skole,Ja,Ja,
2017-02-02,Bærland skole,Ja,Ja,
2017-02-03,Bærland skole,Ja,Ja,
2017-02-04,Bærland skole,Nei,Nei,Lørdag
2017-02-05,Bærland skole,Nei,Nei,Søndag
2017-02-06,Bærland skole,Ja,Ja,
2017-02-07,Bærland skole,Ja,Ja,
2017-02-08,Bærland skole,Ja,Ja,
2017-02-09,Bærland skole,Ja,Ja,
2017-02-10,Bærland skole,Ja,Ja,
2017-02-11,Bærland skole,Nei,Nei,Lørdag
2017-02-12,Bærland skole,Nei,Nei,Søndag
2017-02-13,Bærland skole,Ja,Ja,
2017-02-14,Bærland skole,Ja,Ja,
2017-02-15,Bærland skole,Ja,Ja,
2017-02-16,Bærland skole,Ja,Ja,
2017-02-17,Bærland skole,Ja,Ja,
2017-02-18,Bærland skole,Nei,Nei,Lørdag
2017-02-19,Bærland skole,Nei,Nei,Søndag
2017-02-20,Bærland skole,Ja,Ja,
2017-02-21,Bærland skole,Ja,Ja,
2017-02-22,Bærland skole,Ja,Ja,
2017-02-23,Bærland skole,Ja,Ja,
2017-02-24,Bærland skole,Ja,Ja,
2017-02-25,Bærland skole,Nei,Nei,Lørdag
2017-02-26,Bærland skole,Nei,Nei,Søndag
2017-02-27,Bærland skole,Nei,Ja,Vinterferie
2017-02-28,Bærland skole,Nei,Ja,Vinterferie
2017-03-01,Bærland skole,Nei,Ja,Vinterferie
2017-03-02,Bærland skole,Nei,Ja,Vinterferie
2017-03-03,Bærland skole,Nei,Ja,Vinterferie
2017-03-04,Bærland skole,Nei,Nei,Lørdag
2017-03-05,Bærland skole,Nei,Nei,Søndag
2017-03-06,Bærland skole,Ja,Ja,
2017-03-07,Bærland skole,Ja,Ja,
2017-03-08,Bærland skole,Ja,Ja,
2017-03-09,Bærland skole,Ja,Ja,
2017-03-10,Bærland skole,Ja,Ja,
2017-03-11,Bærland skole,Nei,Nei,Lørdag
2017-03-12,Bærland skole,Nei,Nei,Søndag
2017-03-13,Bærland skole,Ja,Ja,
2017-03-14,Bærland skole,Ja,Ja,
2017-03-15,Bærland skole,Ja,Ja,
2017-03-16,Bærland skole,Ja,Ja,
2017-03-17,Bærland skole,Ja,Ja,
2017-03-18,Bærland skole,Nei,Nei,Lørdag
2017-03-19,Bærland skole,Nei,Nei,Søndag
2017-03-20,Bærland skole,Ja,Ja,
2017-03-21,Bærland skole,Ja,Ja,
2017-03-22,Bærland skole,Ja,Ja,
2017-03-23,Bærland skole,Ja,Ja,
2017-03-24,Bærland skole,Ja,Ja,
2017-03-25,Bærland skole,Nei,Nei,Lørdag
2017-03-26,Bærland skole,Nei,Nei,Søndag
2017-03-27,Bærland skole,Ja,Ja,
2017-03-28,Bærland skole,Ja,Ja,
2017-03-29,Bærland skole,Ja,Ja,
2017-03-30,Bærland skole,Ja,Ja,
2017-03-31,Bærland skole,Ja,Ja,
2017-04-01,Bærland skole,Nei,Nei,Lørdag
2017-04-02,Bærland skole,Nei,Nei,Søndag
2017-04-03,Bærland skole,Ja,Ja,
2017-04-04,Bærland skole,Ja,Ja,
2017-04-05,Bærland skole,Ja,Ja,
2017-04-06,Bærland skole,Ja,Ja,
2017-04-07,Bærland skole,Ja,Ja,
2017-04-08,Bærland skole,Nei,Nei,Lørdag
2017-04-09,Bærland skole,Nei,Nei,Søndag
2017-04-10,Bærland skole,Nei,Ja,Påskeferie
2017-04-11,Bærland skole,Nei,Ja,Påskeferie
2017-04-12,Bærland skole,Nei,nei,Påskeferie
2017-04-13,Bærland skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-14,Bærland skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-15,Bærland skole,Nei,Nei,Lørdag
2017-04-16,Bærland skole,Nei,Nei,Søndag
2017-04-17,Bærland skole,Nei,Nei,Påskeferie/Helligdag 
2017-04-18,Bærland skole,Ja,Ja,
2017-04-19,Bærland skole,Ja,Ja,
2017-04-20,Bærland skole,Ja,Ja,
2017-04-21,Bærland skole,Ja,Ja,
2017-04-22,Bærland skole,Nei,Nei,Lørdag
2017-04-23,Bærland skole,Nei,Nei,Søndag
2017-04-24,Bærland skole,Ja,Ja,
2017-04-25,Bærland skole,Ja,Ja,
2017-04-26,Bærland skole,Ja,Ja,
2017-04-27,Bærland skole,Ja,Ja,
2017-04-28,Bærland skole,Ja,Ja,
2017-04-29,Bærland skole,Nei,Nei,Lørdag
2017-04-30,Bærland skole,Nei,Nei,Søndag
2017-05-01,Bærland skole,Nei,Nei,Off.fridag 
2017-05-02,Bærland skole,Ja,Ja,
2017-05-03,Bærland skole,Ja,Ja,
2017-05-04,Bærland skole,Ja,Ja,
2017-05-05,Bærland skole,Ja,Ja,
2017-05-06,Bærland skole,Nei,Nei,Lørdag
2017-05-07,Bærland skole,Nei,Nei,Søndag
2017-05-08,Bærland skole,Ja,Ja,
2017-05-09,Bærland skole,Ja,Ja,
2017-05-10,Bærland skole,Ja,Ja,
2017-05-11,Bærland skole,Ja,Ja,
2017-05-12,Bærland skole,Ja,Ja,
2017-05-13,Bærland skole,Nei,Nei,Lørdag
2017-05-14,Bærland skole,Nei,Nei,Søndag
2017-05-15,Bærland skole,Ja,Ja,
2017-05-16,Bærland skole,Ja,Ja,
2017-05-17,Bærland skole,Nei,Nei,Grunnlovsdag 
2017-05-18,Bærland skole,Ja,Ja,
2017-05-19,Bærland skole,Ja,Ja,
2017-05-20,Bærland skole,Nei,Nei,Lørdag
2017-05-21,Bærland skole,Nei,Nei,Søndag
2017-05-22,Bærland skole,Ja,Ja,
2017-05-23,Bærland skole,Ja,Ja,
2017-05-24,Bærland skole,Ja,Ja,
2017-05-25,Bærland skole,Nei,Nei,Kr.H.f
2017-05-26,Bærland skole,Nei,Ja,Fridag for elevene 
2017-05-27,Bærland skole,Nei,Nei,Lørdag
2017-05-28,Bærland skole,Nei,Nei,Søndag
2017-05-29,Bærland skole,Ja,Ja,
2017-05-30,Bærland skole,Ja,Ja,
2017-05-31,Bærland skole,Ja,Ja,
2017-06-01,Bærland skole,Ja,Ja,
2017-06-02,Bærland skole,Ja,Ja,
2017-06-03,Bærland skole,Nei,Nei,Lørdag
2017-06-04,Bærland skole,Nei,Nei,Søndag
2017-06-05,Bærland skole,Nei,Nei,2.pinsedag 
2017-06-06,Bærland skole,Ja,Ja,
2017-06-07,Bærland skole,Ja,Ja,
2017-06-08,Bærland skole,Ja,Ja,
2017-06-09,Bærland skole,Ja,Ja,
2017-06-10,Bærland skole,Nei,Nei,Lørdag
2017-06-11,Bærland skole,Nei,Nei,Søndag
2017-06-12,Bærland skole,Ja,Ja,
2017-06-13,Bærland skole,Ja,Ja,
2017-06-14,Bærland skole,Ja,Ja,
2017-06-15,Bærland skole,Ja,Ja,
2017-06-16,Bærland skole,Ja,Ja,
2017-06-17,Bærland skole,Nei,Nei,Lørdag
2017-06-18,Bærland skole,Nei,Nei,Søndag
2017-06-19,Bærland skole,Ja,Ja,
2017-06-20,Bærland skole,Ja,Ja,
2017-06-21,Bærland skole,Ja,Ja,
2017-06-22,Bærland skole,Ja,Ja,Siste skoledag før sommerferien 
2017-06-23,Bærland skole,Nei,Ja,Sommerferie 
2017-06-24,Bærland skole,Nei,Nei,Lørdag
2017-06-25,Bærland skole,Nei,Nei,Søndag
2017-06-26,Bærland skole,Nei,Ja,Sommerferie41
2017-06-27,Bærland skole,Nei,Ja,Sommerferie42
2017-06-28,Bærland skole,Nei,Ja,Sommerferie43
2017-06-29,Bærland skole,Nei,Ja,Sommerferie44
2017-06-30,Bærland skole,Nei,Ja,Sommerferie45 
2017-07-01,Bærland skole,Nei,Nei,Lørdag
2017-07-02,Bærland skole,Nei,Nei,Søndag
2017-07-03,Bærland skole,Nei,Nei,Sommerferie46
2017-07-04,Bærland skole,Nei,Nei,Sommerferie47
2017-07-05,Bærland skole,Nei,Nei,Sommerferie48
2017-07-06,Bærland skole,Nei,Nei,Sommerferie49
2017-07-07,Bærland skole,Nei,Nei,Sommerferie50 
2017-07-08,Bærland skole,Nei,Nei,Lørdag
2017-07-09,Bærland skole,Nei,Nei,Søndag
2017-07-10,Bærland skole,Nei,Nei,Sommerferie51
2017-07-11,Bærland skole,Nei,Nei,Sommerferie52
2017-07-12,Bærland skole,Nei,Nei,Sommerferie53
2017-07-13,Bærland skole,Nei,Nei,Sommerferie54
2017-07-14,Bærland skole,Nei,Nei,Sommerferie55 
2017-07-15,Bærland skole,Nei,Nei,Lørdag
2017-07-16,Bærland skole,Nei,Nei,Søndag
2017-07-17,Bærland skole,Nei,Nei,Sommerferie56
2017-07-18,Bærland skole,Nei,Nei,Sommerferie57
2017-07-19,Bærland skole,Nei,Nei,Sommerferie58
2017-07-20,Bærland skole,Nei,Nei,Sommerferie59
2017-07-21,Bærland skole,Nei,Nei,Sommerferie60 
2017-07-22,Bærland skole,Nei,Nei,Lørdag
2017-07-23,Bærland skole,Nei,Nei,Søndag
2017-07-24,Bærland skole,Nei,Nei,Sommerferie61
2017-07-25,Bærland skole,Nei,Nei,Sommerferie62
2017-07-26,Bærland skole,Nei,Nei,Sommerferie63
2017-07-27,Bærland skole,Nei,Nei,Sommerferie64
2017-07-28,Bærland skole,Nei,Nei,Sommerferie65 
2017-07-29,Bærland skole,Nei,Nei,Lørdag
2017-07-30,Bærland skole,Nei,Nei,Søndag
2017-07-31,Bærland skole,Nei,Nei,SommerferieFEIL
2016-06-01,Dirdal skole,Ja,Ja,
2016-06-02,Dirdal skole,Ja,Ja,
2016-06-03,Dirdal skole,Ja,Ja,
2016-06-04,Dirdal skole,Nei,Nei,Lørdag
2016-06-05,Dirdal skole,Nei,Nei,Søndag
2016-06-06,Dirdal skole,Ja,Ja,
2016-06-07,Dirdal skole,Ja,Ja,
2016-06-08,Dirdal skole,Ja,Ja,
2016-06-09,Dirdal skole,Ja,Ja,
2016-06-10,Dirdal skole,Ja,Ja,
2016-06-11,Dirdal skole,Nei,Nei,Lørdag
2016-06-12,Dirdal skole,Nei,Nei,Søndag
2016-06-13,Dirdal skole,Ja,Ja,
2016-06-14,Dirdal skole,Ja,Ja,
2016-06-15,Dirdal skole,Ja,Ja,
2016-06-16,Dirdal skole,Ja,Ja,
2016-06-17,Dirdal skole,Ja,Ja,
2016-06-18,Dirdal skole,Nei,Nei,Lørdag
2016-06-19,Dirdal skole,Nei,Nei,Søndag
2016-06-20,Dirdal skole,Ja,Ja,
2016-06-21,Dirdal skole,Ja,Ja,
2016-06-22,Dirdal skole,Ja,Ja,Siste skoledag før sommerferien 
2016-06-23,Dirdal skole,Nei,Ja,Sommerferie 
2016-06-24,Dirdal skole,Nei,Ja,Sommerferie 
2016-06-25,Dirdal skole,Nei,Nei,Lørdag
2016-06-26,Dirdal skole,Nei,Nei,Søndag
2016-06-27,Dirdal skole,Nei,Ja,Sommerferie 
2016-06-28,Dirdal skole,Nei,Ja,Sommerferie 
2016-06-29,Dirdal skole,Nei,Ja,Sommerferie 
2016-06-30,Dirdal skole,Nei,Ja,Sommerferie 
2016-07-01,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-02,Dirdal skole,Nei,Nei,Lørdag
2016-07-03,Dirdal skole,Nei,Nei,Søndag
2016-07-04,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-05,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-06,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-07,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-08,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-09,Dirdal skole,Nei,Nei,Lørdag
2016-07-10,Dirdal skole,Nei,Nei,Søndag
2016-07-11,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-12,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-13,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-14,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-15,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-16,Dirdal skole,Nei,Nei,Lørdag
2016-07-17,Dirdal skole,Nei,Nei,Søndag
2016-07-18,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-19,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-20,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-21,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-22,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-23,Dirdal skole,Nei,Nei,Lørdag
2016-07-24,Dirdal skole,Nei,Nei,Søndag
2016-07-25,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-26,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-27,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-28,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-29,Dirdal skole,Nei,Nei,Sommerferie 
2016-07-30,Dirdal skole,Nei,Nei,Lørdag
2016-07-31,Dirdal skole,Nei,Nei,Søndag
2016-08-01,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-02,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-03,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-04,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-05,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-06,Dirdal skole,Nei,Nei,Lørdag
2016-08-07,Dirdal skole,Nei,Nei,Søndag
2016-08-08,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-09,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-10,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-11,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-12,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-13,Dirdal skole,Nei,Nei,Lørdag
2016-08-14,Dirdal skole,Nei,Nei,Søndag
2016-08-15,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-16,Dirdal skole,Nei,Ja,Sommerferie 
2016-08-17,Dirdal skole,Ja,Ja,
2016-08-18,Dirdal skole,Ja,Ja,
2016-08-19,Dirdal skole,Ja,Ja,
2016-08-20,Dirdal skole,Nei,Nei,Lørdag
2016-08-21,Dirdal skole,Nei,Nei,Søndag
2016-08-22,Dirdal skole,Ja,Ja,
2016-08-23,Dirdal skole,Ja,Ja,
2016-08-24,Dirdal skole,Ja,Ja,
2016-08-25,Dirdal skole,Ja,Ja,
2016-08-26,Dirdal skole,Ja,Ja,
2016-08-27,Dirdal skole,Nei,Nei,Lørdag
2016-08-28,Dirdal skole,Nei,Nei,Søndag
2016-08-29,Dirdal skole,Ja,Ja,
2016-08-30,Dirdal skole,Ja,Ja,
2016-08-31,Dirdal skole,Ja,Ja,
2016-09-01,Dirdal skole,Ja,Ja,
2016-09-02,Dirdal skole,Ja,Ja,
2016-09-03,Dirdal skole,Nei,Nei,Lørdag
2016-09-04,Dirdal skole,Nei,Nei,Søndag
2016-09-05,Dirdal skole,Ja,Ja,
2016-09-06,Dirdal skole,Ja,Ja,
2016-09-07,Dirdal skole,Ja,Ja,
2016-09-08,Dirdal skole,Ja,Ja,
2016-09-09,Dirdal skole,Ja,Ja,
2016-09-10,Dirdal skole,Nei,Nei,Lørdag
2016-09-11,Dirdal skole,Nei,Nei,Søndag
